file	line	call_type	symbol	proof_level
src/lib/tauriClient.ts	2902	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2909	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2916	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2923	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2930	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2937	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2948	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2955	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2962	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2969	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2976	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2983	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2990	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	2997	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3004	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3011	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3018	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3025	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3032	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3039	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3046	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3053	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3060	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3071	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3078	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3085	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3092	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3099	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3106	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3113	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3120	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3127	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3134	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3141	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3148	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3155	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3162	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3169	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3176	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3183	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3190	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3197	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3208	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3215	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3222	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3229	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3236	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3243	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3250	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3257	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3264	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3271	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3278	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3289	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3296	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3303	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3310	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3317	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3324	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3331	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3338	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3345	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3352	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3359	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3366	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3373	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3380	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3387	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3394	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3405	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/tauriClient.ts	3412	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/lib/logger.ts	285	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/components/ErrorBoundary.tsx	85	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/components/ChatErrorBoundary.tsx	358	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	116	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	125	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	134	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	154	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	168	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	177	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	191	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	236	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	245	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	257	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	276	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	290	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	304	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	369	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	388	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	399	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	448	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	457	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	466	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	475	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	484	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	493	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	502	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	547	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	554	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	567	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	576	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	587	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	600	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	608	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/e2e/titane_e2e.test.ts	617	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/tauri-invoke-fix-validator.ts	18	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/tauri-invoke-fix-validator.ts	23	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/tauri-invoke-fix-validator.ts	28	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	67	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	69	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	71	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	73	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	75	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	77	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	117	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	150	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	179	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	213	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	251	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	281	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	331	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	382	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	419	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	420	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	483	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	484	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	485	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/regression/titane_regression.test.ts	499	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/adaptiveBridgeV21.ts	91	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/adaptiveBridgeV21.ts	124	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/audio/audioSelfHeal.ts	229	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/index.ts	15	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/index.ts	126	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/index.ts	130	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/index.ts	136	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/index.ts	140	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/index.ts	144	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/index.ts	148	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/index.ts	152	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	209	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	212	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	223	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	226	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	239	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	240	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	252	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	265	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	272	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	287	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	300	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	311	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	321	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	334	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	337	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	351	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	355	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	363	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	380	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	386	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	392	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	412	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	415	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	428	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	431	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	436	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	446	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	450	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	459	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	460	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	471	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	480	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	489	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	503	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	507	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	511	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	528	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	530	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	538	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	553	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	565	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	573	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	581	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/voice/voiceE2ETests.ts	629	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/audio/audioHealthCheck.ts	677	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/api/voice.ts	61	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/tts/ttsEngineService.ts	158	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/tts/ttsEngineService.ts	565	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/tests/activeListeningIntegration.test.ts	119	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/tts/hybridTTS.ts	489	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/unified/VectorStoreClient.ts	92	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/unified/VectorStoreClient.ts	242	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/unified/VectorStoreClient.ts	260	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	118	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	125	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	132	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	139	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	146	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	154	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	161	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	169	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	182	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	189	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	196	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingExecutor.ts	203	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/singularityBridge.ts	371	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/singularityBridge.ts	381	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/singularityBridge.ts	385	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingSyncLayer.ts	438	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/selfHealing/selfHealingSyncLayer.ts	538	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/autoAuditEngine.ts	247	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/backup/AutoBackupService.ts	274	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/systemCenter/SystemCenterAutoFix.ts	242	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/systemCenter/SystemCenterAutoFix.ts	642	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/agendaService.ts	31	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/agendaService.ts	52	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/agendaService.ts	59	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/agendaService.ts	66	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/tauri/commands.ts	57	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/tauri/commands.ts	73	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/evolutionEngine/collector.ts	544	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/adminEngine/stateAggregator.ts	273	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/adminEngine/stateAggregator.ts	286	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/chat/chatModeService.ts	135	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/chat/chatModeService.ts	255	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/automation/automationXPService.ts	187	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/automation/automationXPService.ts	586	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/evolutionEngine/index.ts	254	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/cognitive/TauriVectorStore.ts	133	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/cognitive/TauriVectorStore.ts	211	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/cognitive/TauriVectorStore.ts	224	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/voice/voiceFingerprintTauri.ts	72	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/tauriClient.ts	4	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/evolutionEngine/evolutionEngine.bindings.ts	465	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/evolutionEngine/evolutionEngine.bindings.ts	472	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/devices/deviceHealthService.ts	400	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/ai/providers/tauriChat.ts	9	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/services/ai/providers/tauriChat.ts	379	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/os/bridge/TauriBridge.ts	32	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/os/bridge/TauriBridge.ts	162	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/os/bridge/TauriBridge.ts	172	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/os/bridge/StateBridge.ts	84	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/os/bridge/StateBridge.ts	116	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
src/os/bridge/StateBridge.ts	225	invoke-call	CALL_SITE	PROVEN_STATIC_ONLY
