command	file	fn_line	attr_line
exp_get_profile	src-tauri/src/overdrive/exp_engine.rs	322	321
exp_get_project_stats	src-tauri/src/commands/exp_fusion.rs	406	405
exp_get_projects	src-tauri/src/commands/exp_fusion.rs	397	396
exp_get_talents	src-tauri/src/commands/exp_fusion.rs	415	414
exp_get_talents	src-tauri/src/overdrive/exp_engine.rs	362	361
exp_get_timeline	src-tauri/src/commands/exp_fusion.rs	422	421
exp_get_timeline_stats	src-tauri/src/commands/exp_fusion.rs	432	431
exp_get_total_contributions	src-tauri/src/overdrive/exp_engine.rs	526	525
exp_reset_talents	src-tauri/src/overdrive/exp_engine.rs	448	447
exp_unlock_talent	src-tauri/src/overdrive/exp_engine.rs	388	387
experience_get_state	src-tauri/src/mock_commands.rs	846	845
experience_update_state	src-tauri/src/mock_commands.rs	919	918
export_config	src-tauri/src/config/io.rs	34	33
export_logs	src-tauri/src/commands/devtools.rs	191	190
export_security_log	src-tauri/src/commands/governance_commands.rs	382	381
export_ui_theme_css	src-tauri/src/design_center/theme_manager.rs	453	452
fullbody_run_selftest	src-tauri/src/avatar/fullbody_selftest.rs	646	645
fuse_multimodal	src-tauri/src/multimodal/commands.rs	321	320
fusion_build_dataset	src-tauri/src/fusion.rs	200	199
fusion_clear	src-tauri/src/fusion.rs	251	250
fusion_collect	src-tauri/src/fusion.rs	133	132
fusion_configure	src-tauri/src/fusion.rs	257	256
fusion_export	src-tauri/src/fusion.rs	208	207
fusion_get_config	src-tauri/src/fusion.rs	268	267
fusion_get_stats	src-tauri/src/fusion.rs	242	241
fusion_merge	src-tauri/src/fusion.rs	222	221
fusion_sync	src-tauri/src/fusion.rs	177	176
generate_mode_prompt	src-tauri/src/commands/ai_prompt_generator.rs	29	28
generate_response	src-tauri/src/chat_engine/commands.rs	18	17
generate_response	src-tauri/src/mock_commands.rs	302	301
get_active_projects	src-tauri/src/mock_commands.rs	187	186
get_active_rituals	src-tauri/src/mock_commands.rs	214	213
get_agent	src-tauri/src/commands/multi_agents_commands.rs	111	110
get_agent_permission_stats	src-tauri/src/commands/multi_agents_commands.rs	192	191
get_agent_recommended_provider	src-tauri/src/commands/multi_agents_commands.rs	178	177
get_all_configs	src-tauri/src/config/mod.rs	97	96
get_all_files	src-tauri/src/mock_commands.rs	1208	1207
get_all_images	src-tauri/src/multimodal/commands.rs	264	263
get_anthropic_key_status	src-tauri/src/secure_commands.rs	428	427
get_audio_input_devices	src-tauri/src/audio/commands.rs	319	318
get_audio_output_devices	src-tauri/src/audio/commands.rs	264	263
get_available_engines	src-tauri/src/commands/ia_commands.rs	233	232
get_backend_info	src-tauri/src/commands/diagnostic.rs	126	125
get_cognitive_state	src-tauri/src/commands/devtools.rs	449	448
get_copilot_key_status	src-tauri/src/commands/copilot_commands.rs	269	268
get_core_info	src-tauri/src/commands/devtools.rs	396	395
get_core_metrics	src-tauri/src/commands/devtools.rs	264	263
get_core_metrics_by_name	src-tauri/src/commands/core_system.rs	211	210
get_core_system_status	src-tauri/src/commands/core_system.rs	61	60
get_correlated_logs	src-tauri/src/commands/devtools.rs	141	140
get_dashboard_metrics	src-tauri/src/commands/devtools.rs	297	296
get_detailed_health_report	src-tauri/src/api/system_api.rs	81	80
get_evolution_state	src-tauri/src/api/engine_api.rs	61	60
get_evolution_state	src-tauri/src/commands/evolution_v14.rs	130	129
get_files_by_category	src-tauri/src/mock_commands.rs	1220	1219
get_full_system_state	src-tauri/src/api/system_api.rs	23	22
get_gemini_key_status	src-tauri/src/secure_commands.rs	233	232
get_harmonia_metrics	src-tauri/src/commands/harmonia_commands.rs	31	30
get_harmonia_state	src-tauri/src/api/system_api.rs	45	44
get_harmonia_status	src-tauri/src/commands/harmonia_commands.rs	13	12
get_helios_metrics	src-tauri/src/commands/core_system.rs	146	145
get_helios_metrics	src-tauri/src/mock_commands.rs	103	102
get_helios_state	src-tauri/src/api/helios_api.rs	11	10
get_helios_state	src-tauri/src/mock_commands.rs	54	53
get_helios_state_cached	src-tauri/src/commands/core_system.rs	166	165
get_ia_context	src-tauri/src/commands/ia_context_commands.rs	52	51
get_ia_engine_metrics	src-tauri/src/commands/ia_context_commands.rs	145	144
get_ia_global_stats	src-tauri/src/commands/ia_context_commands.rs	61	60
get_ia_policies	src-tauri/src/commands/governance_commands.rs	143	142
get_ia_request_history	src-tauri/src/commands/ia_context_commands.rs	160	159
get_ipc_metrics	src-tauri/src/monitoring/metrics/ipc_profiler.rs	256	255
get_ipc_summary	src-tauri/src/monitoring/metrics/ipc_profiler.rs	275	274
get_knowledge	src-tauri/src/mock_commands.rs	205	204
get_logs	src-tauri/src/commands/devtools.rs	96	95
get_logs	src-tauri/src/mock_commands.rs	816	815
get_memory_state	src-tauri/src/api/memory_api.rs	19	18
get_memory_state	src-tauri/src/mock_commands.rs	87	86
get_metric	src-tauri/src/commands/devtools.rs	225	224
get_module_health	src-tauri/src/commands/state_bridge_commands.rs	75	74
get_module_status	src-tauri/src/commands/ai_chat.rs	490	489
get_multimodal_stats	src-tauri/src/multimodal/commands.rs	366	365
get_next_fallback_ia_engine	src-tauri/src/commands/ia_context_commands.rs	224	223
get_nexus_graph	src-tauri/src/mock_commands.rs	481	480
get_nexus_state	src-tauri/src/api/system_api.rs	40	39
get_onboarding_preferences	src-tauri/src/onboarding/mod.rs	159	158
get_openai_key_status	src-tauri/src/secure_commands.rs	324	323
get_permission_audit	src-tauri/src/secure_commands.rs	697	696
get_permission_matrix	src-tauri/src/commands/governance_commands.rs	253	252
get_rate_limit_stats	src-tauri/src/security/commands.rs	13	12
get_recent_decisions	src-tauri/src/mock_commands.rs	196	195
get_recommended_watch_delay	src-tauri/src/commands/harmonia_commands.rs	25	24
get_recording_status	src-tauri/src/audio/commands.rs	1035	1034
get_runtime_config	src-tauri/src/runtime_config.rs	81	80
get_secrets_status	src-tauri/src/secure_commands.rs	534	533
get_security_log	src-tauri/src/commands/governance_commands.rs	292	291
get_sentinel_state	src-tauri/src/api/system_api.rs	53	52
get_singularity_state	src-tauri/src/mock_commands.rs	610	609
get_state	src-tauri/src/commands/state_bridge_commands.rs	223	222
get_system_health	src-tauri/src/commands/system_health.rs	44	43
get_system_health	src-tauri/src/commands/system_health_commands.rs	146	145
get_system_health	src-tauri/src/mock_commands.rs	74	73
get_system_info	src-tauri/src/mock_commands.rs	832	831
get_system_metrics	src-tauri/src/hypervision/monitor.rs	234	233
get_system_recommendations	src-tauri/src/commands/devtools.rs	506	505
get_system_state	src-tauri/src/commands/state_bridge_commands.rs	54	53
get_system_status	src-tauri/src/commands/mod.rs	102	101
get_three_centers_coherence	src-tauri/src/commands/devtools.rs	487	486
get_timeline	src-tauri/src/mock_commands.rs	177	176
get_titane_voice_status	src-tauri/src/audio/commands.rs	1807	1806
get_travel_stats	src-tauri/src/time_commands.rs	96	95
get_vad_state	src-tauri/src/commands/ai_chat.rs	484	483
harmonia_get_flows	src-tauri/src/commands/mod.rs	177	176
has_secret	src-tauri/src/secure_commands.rs	565	564
health_check	src-tauri/src/chat_engine/commands.rs	108	107
health_check	src-tauri/src/commands/ai_chat.rs	460	459
health_check	src-tauri/src/mock_commands.rs	458	457
health_check_system	src-tauri/src/commands/system_health_commands.rs	78	77
health_get_metrics	src-tauri/src/commands/system_health_commands.rs	126	125
health_get_report	src-tauri/src/commands/system_health_commands.rs	69	68
health_get_state	src-tauri/src/commands/system_health_commands.rs	39	38
health_get_state	src-tauri/src/ipc/cached_commands.rs	35	34
health_initialize	src-tauri/src/commands/system_health_commands.rs	101	100
health_set_auto_heal	src-tauri/src/commands/system_health_commands.rs	114	113
helios_get_metrics	src-tauri/src/commands/mod.rs	127	126
hyper_accelerate	src-tauri/src/hyper_evolution/accelerator.rs	105	104
hyper_analyze_rewrite	src-tauri/src/hyper_evolution/rewrite_core.rs	88	87
hyper_analyze_structure	src-tauri/src/hyper_evolution/structural_engine.rs	91	90
hyper_detect_regeneration	src-tauri/src/hyper_evolution/regeneration.rs	135	134
hyper_generate_insight	src-tauri/src/hyper_intelligence/commands.rs	117	116
hyper_get_insights	src-tauri/src/hyper_intelligence/commands.rs	178	177
hyper_get_metrics	src-tauri/src/hyper_intelligence/commands.rs	62	61
hyper_get_report	src-tauri/src/hyper_intelligence/commands.rs	200	199
hyper_get_state	src-tauri/src/hyper_intelligence/commands.rs	49	48
hyper_get_thoughts	src-tauri/src/hyper_intelligence/commands.rs	165	164
hyper_imagine	src-tauri/src/hyper_intelligence/commands.rs	149	148
hyper_init	src-tauri/src/hyper_intelligence/commands.rs	29	28
hyper_predict_issues	src-tauri/src/hyper_evolution/predictor.rs	172	171
hyper_reason	src-tauri/src/hyper_intelligence/commands.rs	133	132
hyper_set_mode	src-tauri/src/hyper_intelligence/commands.rs	75	74
hyper_think	src-tauri/src/hyper_intelligence/commands.rs	101	100
hyper_validate	src-tauri/src/hyper_evolution/validation.rs	96	95
hypervision_start	src-tauri/src/hypervision/monitor.rs	227	226
ia_generate	src-tauri/src/commands/ia_commands.rs	182	181
identity_adjust_energy	src-tauri/src/identity/commands.rs	400	399
identity_apply_matrix_profile	src-tauri/src/identity/commands.rs	214	213
identity_evolve_trait	src-tauri/src/identity/commands.rs	161	160
identity_get_active_voice_profile	src-tauri/src/identity/commands.rs	248	247
identity_get_full	src-tauri/src/identity/commands.rs	94	93
identity_get_matrix	src-tauri/src/identity/commands.rs	190	189
identity_get_mode_history	src-tauri/src/identity/commands.rs	319	318
identity_get_personality_profile	src-tauri/src/identity/commands.rs	365	364
identity_get_personality_state	src-tauri/src/identity/commands.rs	356	355
identity_get_response_profile	src-tauri/src/identity/commands.rs	177	176
identity_get_rules_stats	src-tauri/src/identity/commands.rs	332	331
identity_get_status	src-tauri/src/identity/commands.rs	73	72
identity_get_tone	src-tauri/src/identity/commands.rs	271	270
identity_list_modes	src-tauri/src/identity/commands.rs	310	309
identity_list_voice_profiles	src-tauri/src/identity/commands.rs	239	238
identity_set_active_voice_profile	src-tauri/src/identity/commands.rs	257	256
identity_set_communication_style	src-tauri/src/identity/commands.rs	133	132
identity_set_matrix_dimension	src-tauri/src/identity/commands.rs	199	198
identity_set_mode	src-tauri/src/identity/commands.rs	103	102
identity_set_mood	src-tauri/src/identity/commands.rs	374	373
identity_set_tone	src-tauri/src/identity/commands.rs	278	277
identity_toggle_rule	src-tauri/src/identity/commands.rs	341	340
import_config	src-tauri/src/config/io.rs	121	120
import_file	src-tauri/src/mock_commands.rs	1010	1009
initialize_all_cores	src-tauri/src/commands/core_system.rs	104	103
introspection_auto_fix	src-tauri/src/introspection/scanner.rs	266	265
introspection_scan	src-tauri/src/introspection/scanner.rs	260	259
is_onboarding_complete	src-tauri/src/onboarding/mod.rs	94	93
is_recording	src-tauri/src/audio/commands.rs	1027	1026
is_speaking	src-tauri/src/audio/commands.rs	1114	1113
is_speaking	src-tauri/src/commands/ai_chat.rs	358	357
is_speaking	src-tauri/src/mock_commands.rs	1391	1390
list_agents	src-tauri/src/commands/multi_agents_commands.rs	96	95
list_ai_providers	src-tauri/src/commands/ia_commands.rs	129	128
list_all_metrics	src-tauri/src/commands/devtools.rs	249	248
list_config_exports	src-tauri/src/config/io.rs	187	186
list_config_presets	src-tauri/src/config/presets.rs	140	139
list_conversations	src-tauri/src/commands/ai_chat.rs	422	421
list_snapshots	src-tauri/src/time_commands.rs	46	45
literary_engine_get_style_profile	src-tauri/src/conversation_engine/commands.rs	370	369
literary_engine_process	src-tauri/src/conversation_engine/commands.rs	300	299
literary_engine_update_style	src-tauri/src/conversation_engine/commands.rs	357	356
load_config_preset	src-tauri/src/config/presets.rs	100	99
load_conversation	src-tauri/src/commands/ai_chat.rs	404	403
load_memory	src-tauri/src/chat_engine/commands.rs	91	90
load_memory	src-tauri/src/mock_commands.rs	427	426
load_ui_theme	src-tauri/src/commands/ui_theme_commands.rs	49	48
load_ui_theme	src-tauri/src/design_center/theme_manager.rs	251	250
log_audit_event	src-tauri/src/security/commands.rs	65	64
memory_add_item	src-tauri/src/memory_evolution/commands.rs	108	107
memory_all_tags	src-tauri/src/memory_os/api.rs	370	369
memory_check_and_repair	src-tauri/src/memory_evolution/commands.rs	227	226
memory_check_stability	src-tauri/src/memory_evolution/commands.rs	214	213
